1.062273330383777248e+00,-2.148546870252787677e-02,-4.216011219957937151e+00,-1.998264551768262898e+00,1.218995647172632646e+00,-3.527975947454663697e+00,-2.230307121961231154e+00,4.114479704161599916e-01,5.054324334868958601e+00,-2.898907362050406000e+00
6.124154985451244926e+00,-5.432414635569807970e+00,1.089503910478106796e-01,3.709560401164714527e+00,-4.262356977177230277e+00,4.107073199590081991e+00,-3.964565774393334685e+00,1.267295855968786356e-01,-5.557339893565308664e+00,6.269958228061076611e+00
5.445753785757656562e-01,-3.921273151663051681e+00,7.327484327644595563e-01,2.722572751687979409e+00,3.759602549083006728e+00,-4.278037634148264878e+00,-6.813292046638922628e+00,4.649497297671246088e+00,-2.200681512602357337e+00,4.290295669907586706e+00
1.418234493011605313e-01,2.708822435733426737e-01,1.267923891671711711e+00,2.790377735223064981e+00,-8.312572285950871276e+00,-4.491870235937248879e+00,4.132469530823426496e+00,5.686803550765950899e-01,1.183850998989086634e+00,9.878662730065024267e-01
-3.765736744369077904e+00,6.867891336993159346e-01,-6.157029811444636458e-01,-6.054152640088827919e-01,-1.474631596765794139e+00,5.859059860724395996e+00,-5.919095171753751217e+00,-6.501031506587640507e+00,-3.050631147985903624e+00,-1.677207636866658857e+00
-5.301075020545460426e+00,-4.493264466609037111e-01,5.115610278569532099e+00,-4.580491195807471883e+00,4.979229432447629389e-01,5.430832985430535942e+00,-1.353311687483943482e+00,-1.226490842853312779e+00,-4.111970810562171508e+00,-2.903463077711113449e+00
1.707291709502406496e+00,7.285133517601416475e-01,-2.736357145088768039e+00,-1.768793632960661277e+00,-5.268099353922455208e+00,-6.082094649546929688e+00,-8.967834055240231361e-01,-2.484842453556768138e-01,1.077146958513334196e+00,-6.173048973458680422e+00
-5.435019022907045638e+00,2.987130463194636931e+00,-5.065799317304509053e+00,2.478494835237495586e+00,-1.962951407158598505e+00,-8.132456319802674471e+00,-1.912457935810357723e+00,-3.798180962323510990e+00,5.353516639578126401e+00,-6.425478017342819648e+00
-1.234382652379463208e+00,-8.505531381543860903e+00,-4.976842284893395529e+00,4.584707542790670942e+00,-5.609523594856828055e+00,2.141567764823793851e+00,1.797822187426951768e+00,-1.108632079012128457e-02,-2.786036316383766476e-01,3.492729277073325367e+00
-5.123600113953733270e+00,2.131212432719453709e+00,-1.890205694259794456e-02,-5.965883037686772639e+00,9.471689592857041262e+00,-3.550746080755247114e+00,8.882766199071932434e+00,-2.245349118609385464e+00,4.620370010357527590e+00,-3.651054275214873357e+00
